0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.000161265	     0	     0	     0.000498457	     0.0017037	     0.00331173	     0.00405324	     0.0111566	     0.018108	     0.0323773	     0.0516157	     0.0849097	     0.12881	     0.188779	     0.226266	     0.305009	     0.371517	     0.440315	     0.489532	     0.535324	     0.571861	     0.604745	     0.630147	     0.650333	     0.668606	     0.685031	     0.700424	     0.713129	     0.726932	     0.740038	     0.751984	     0.762619	     0.773817	     0.7854	     0.79627	     0.806309	     0.817921	     0.828205	     0.838259	     0.849141	     0.85824	     0.869069	     0.879933	     0.889227	     0.899617	     0.910108	     0.919923	     0.929948	     0.939995	     0.949788	     0.959966	     0.969962	     0.97987	     0.990062
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.167041	     0.180151	     0.246191	     0.351587	     0.339624	     0.44751	     0.560571	     0.588208	     0.617847	     0.602612	     0.629199	     0.66875	     0.679565	     0.692603	     0.70188	     0.717261	     0.732397	     0.740747	     0.756519	     0.770068	     0.779272	     0.785474	     0.795068	     0.806665	     0.81626	     0.82981	     0.835986	     0.85	     0.857349	     0.867944	     0.879834	     0.889355	     0.897974	     0.910864	     0.920703	     0.930347	     0.941528	     0.948633	     0.959814	     0.969141	     0.980249	     0.990234
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.00244385	     0.00715576	     0.0160986	     0.0490869	     0.0885889	     0.19686	     0.226863	     0.306565	     0.38678	     0.46666	     0.543179	     0.576675	     0.606453	     0.63158	     0.648599	     0.662754	     0.680762	     0.694297	     0.707026	     0.719846	     0.731448	     0.741094	     0.754312	     0.765391	     0.775657	     0.786704	     0.797707	     0.80792	     0.817627	     0.829441	     0.838938	     0.849827	     0.859609	     0.869421	     0.879807	     0.889541	     0.900393	     0.910156	     0.920144	     0.929304	     0.940137	     0.949661	     0.959375	     0.969766	     0.979919	     0.990054
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.00127197	     0	     0.00571533	     0.0100513	     0.020603	     0.0453125	     0.0849097	     0.163838	     0.226338	     0.318877	     0.42019	     0.503721	     0.538574	     0.581375	     0.608894	     0.632466	     0.645483	     0.662429	     0.678748	     0.694038	     0.707578	     0.718975	     0.730728	     0.741506	     0.753511	     0.765095	     0.774907	     0.786643	     0.798472	     0.808892	     0.8177	     0.829187	     0.838784	     0.849512	     0.858945	     0.869382	     0.880261	     0.890042	     0.899502	     0.910078	     0.91988	     0.930151	     0.940522	     0.950337	     0.960269	     0.969871	     0.980376	     0.989963
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.00224365	     0.00733643	     0.0173975	     0.0573804	     0.0799072	     0.168547	     0.23103	     0.341443	     0.440198	     0.492944	     0.533865	     0.578992	     0.609187	     0.632021	     0.652234	     0.663213	     0.679175	     0.694277	     0.705115	     0.7179	     0.731072	     0.741699	     0.753057	     0.764058	     0.776067	     0.786113	     0.798953	     0.80801	     0.818564	     0.827764	     0.837524	     0.848853	     0.860515	     0.870203	     0.879119	     0.890388	     0.899507	     0.910032	     0.919817	     0.93002	     0.939705	     0.950037	     0.960166	     0.969902	     0.979949	     0.990071
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.00502197	     0	     0.0100171	     0.02354	     0.0507544	     0.101396	     0.178413	     0.209705	     0.335554	     0.397703	     0.492476	     0.536118	     0.583784	     0.609309	     0.629614	     0.649712	     0.666011	     0.678318	     0.691328	     0.706616	     0.717646	     0.731416	     0.742432	     0.753901	     0.766577	     0.775564	     0.786401	     0.797707	     0.80876	     0.818323	     0.829314	     0.838779	     0.849624	     0.858804	     0.869348	     0.880115	     0.889749	     0.899597	     0.909868	     0.919578	     0.929814	     0.93991	     0.949651	     0.959521	     0.970251	     0.979973	     0.989829
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.0013916	     0	     0.0159424	     0.0265356	     0.0402026	     0.0977978	     0.162842	     0.275586	     0.359707	     0.443035	     0.474246	     0.555662	     0.578381	     0.608772	     0.631267	     0.648272	     0.66356	     0.678989	     0.691667	     0.706094	     0.719294	     0.730532	     0.743347	     0.753293	     0.765413	     0.77646	     0.787471	     0.797502	     0.808894	     0.817134	     0.828496	     0.838977	     0.848794	     0.858611	     0.86999	     0.879551	     0.889043	     0.89886	     0.909585	     0.920039	     0.930388	     0.940181	     0.950347	     0.95927	     0.970073	     0.980103	     0.99022
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     1	     2	     0	     0	     0	     0	     3	     0	     0	     0	     4	     0	     5	     6	     0	     0	     7	     0	     0	     0	     0	     0	     8	     0	     9	     10	     0	     11	     12	     0	     0	     13	     0	     0	     0	     14	     0	     0	     15	     0	     0	     16	     17	     0	     18	     0	     19	     20	     21	     22	     23	     24	     25	     26	     0	     27	     28	     0	     29	     30	     31	     32	     33	     34	     35	     36	     37	     38	     39	     40	     0	     41	     42	     43	     44	     45	     46	     47	     48	     49	     50	     51	     52	     53	     54
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.00129395	     0	     0.00541992	     0.016604	     0.0467969	     0.0857812	     0.143879	     0.252234	     0.320645	     0.4097	     0.49873	     0.542815	     0.578293	     0.610867	     0.62843	     0.64668	     0.665779	     0.678635	     0.694561	     0.706687	     0.717144	     0.731113	     0.74416	     0.75291	     0.765581	     0.776694	     0.786558	     0.79782	     0.808552	     0.81842	     0.828606	     0.839844	     0.849458	     0.85887	     0.869324	     0.879771	     0.889226	     0.899131	     0.910198	     0.919546	     0.930232	     0.940481	     0.94991	     0.960044	     0.96998	     0.979797	     0.990044
     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0.0020105	     0.00169739	     0.00702393	     0.0145868	     0.0397784	     0.0820386	     0.170185	     0.255221	     0.344636	     0.413026	     0.486312	     0.545209	     0.582966	     0.608805	     0.628471	     0.648775	     0.664357	     0.678444	     0.692951	     0.706686	     0.718178	     0.729991	     0.74257	     0.753735	     0.764459	     0.775757	     0.786033	     0.797702	     0.807482	     0.818017	     0.828143	     0.838509	     0.849082	     0.859115	     0.869383	     0.879515	     0.890202	     0.899886	     0.909888	     0.919741	     0.930036	     0.939664	     0.949852	     0.960058	     0.970338	     0.979906	     0.989993
